id,course_title,course_credit
wvN4ZtFTFxze,Development Economics,4
TUBNb7iMfQUL,Strategic Management,4
AKxR2tepFMMJ,Embedded Systems,1
QTF1fNMQrfnr,History of Women in America,1
YOaYNMrUL8hx,Macroeconomic Policy,4
BTYX3wRcUuyR,Political Sociology,1
HmUxcuK3JRgo,Introduction to Nursing,2
eQXfo5EZVhsO,Politics of Development,2
nO3ZXuEgSYPv,Criminology,1
FeoFrVniuLIf,Project Scheduling and Control,3
KLSWZOZ75qG3,Organizational Behavior,1
BDVejvfpY4ev,Conflict Resolution,4
tNJL7720f5Vp,Language and Literacy Development,3
Rk38tmxAgRaq,Housing Policy and Development,1
VMulGNtujrPz,Digital Forensics,3
6Qu19WuY4DPs,Public Health Ethics,1
QK3DLs73GGmb,Computer-Aided Design (CAD),3
Y5ag55Lg8SyL,Sociology of Aging,4
pfQS2eEC6O5d,Software Engineering,4
mFloHEPSqcG4,Political Philosophy,1
gefCTkX8zaEF,Managerial Decision Making,1
gOQ3B58PvFeH,Journalism Law,1
NcppMYniCLtP,Public Health Policy,4
ebyvdTOHamxK,Artificial Intelligence,3
3hWuw375LbA3,Cognitive Psychology,1
UTsvJuMzFohz,Cryptography,4
j5xtZfpZLNjt,Information Technology for Business,1
LoPn7xWUJWgh,Heritage Management,4
FrwUK4PcGYWv,Philosophy of Education,1
dKfgX9eR6WiE,Corporate Social Responsibility,1
r2ZmDjD0r7dp,Game Theory,1
FycbmVI5CJU4,Computer Networks,3
zBxWfOGCiPrj,World History,4
1q6s5qk2ogNO,History Education,3
EgE62TdtVP90,Ancient Civilizations,3
rdYkiDJWqa3F,Medical Law and Ethics,1
Nb3zoiF8X7dO,Political Geography,2
JEeR8tz1Ump9,Global Urbanism,3
ocUv2SjWZiT7,Game Theory,2
Hebs9VZO2kah,Political Journalism,3
wqgNKCGZJ3gX,Urban and Regional Planning,2
YSCV8DmmvGOZ,History of Political Thought,4
aKICGRJN8HU1,History of the United States,3
n8Tg7qcGBWUV,Pharmaceutical Management,3
M8DS7qXwBeZV,Introduction to Nursing,4
SIdPJ4sCOMTc,Organizational Behavior,3
t2vqyZzF7TPx,E-commerce and Digital Business,1
TLfLcnLSOevP,Comparative Government,3
kLXJzdHfL4pk,Middle Eastern Politics,2
mLXdFsiGnKGm,Sustainability in Business,1
wLQEVB4nukzK,Human Capital Management,2
NRMtelppnzXT,Adult Learning Theory,4
cwMYkWybmSaa,Aesthetics,3
AfgdSkWxGEI4,Accounting Information Systems,3
VS4q7ZWPnkzn,Psychology of Social Media,4
Rebuq5jOZHMQ,Social Movements and Activism,4
tNdl1chGpw9S,Political Economy of Development,1
x4TBhFFveO21,Sustainability and Marketing,1
vQsyB8UUSfGY,Media Law,2
aWuqvcAMR0A4,Financial Risk Management,3
AJfchSfvrm2S,E-commerce and Digital Business,4
ygaJ1Ahu7R4z,Global Marketing,4
MA8jGTWO1fbd,Sociology of Education,1
LJV50SglxIGF,Brand Management,3
cjMPeBj0AzWK,Corporate Law,1
Nu6e5XZhFd7G,Philosophy of Action,2
xPf7BR8dpqIf,Urban Geography,3
WQGrlxmX1WUg,Political Campaign Strategies,4
ovBMVGIcssPU,Existentialism,3
owkDVfdw0KaV,International Relations,2
XTmRtLhznWW9,Human Resource Development,4
foOGELbDzzoP,Financial Accounting,4
qFK6tYHaPIUm,Sociology of Crime and Justice,4
G7DWqnZgLFOg,Marketing and Technology,3
bDKP5L0lxlZS,Distributed Systems,3
53JM38Q4Q2G1,Insurance and Risk Management,2
dhVWHMnDAcC2,Cost Accounting,4
8TWbv7BZfnwi,Global Security,4
swP037zFKw7t,Human Rights and Social Justice,2
kEDfPBn8TfCZ,Environmental Law,3
cY82z8GQ1O2O,Supply Chain Management,1
yiabTHNeHyTx,History of Modern America,2
gYApOMlwau6U,Public History,2
tWNVf1EnGOLE,Healthcare Economics,3
XmrhaMN7pNR1,Financial Economics,1
GgPDshDkDnpA,Educational Sociology,1
4O2WFUFw2Czn,Object-Oriented Programming,3
ARVjiJD9rWxS,Forensic Science,2
7u7RTDNwWdZH,Strategic Marketing,1
xtKx2oftwaHk,Ethical Hacking,2
74BOikoRvHGH,Medical Sociology,2
SK1ijTvPVQuI,Political Economy,2
UuzNUhi6VNsS,International Political Economy,3
FGkhzRMzrUK0,Economics of Health,1
324PzWXMvkkE,Planning Law and Ethics,4
m0r8jGLavyNj,History of the Middle Ages,2
lpogSsO2dbu2,Political Campaigns,3
v9bPE5q29D5M,Web Development,1
lSHahoqCiRX6,International Humanitarian Law,1
6TFVFxikeZEj,Political Campaign Strategies,4
KwaUHEHJvsKH,Public Opinion and Political Behavior,3
J8xYmnGznJmO,Educational Sociology,2
cdsxjEqQo4Bu,Financial Risk Management,3
cTUHqxpbuHMC,Human Rights and Social Justice,4
vrhYjoiBiVvg,History of International Relations,3
sJg5ZR4GQf5j,Qualitative Research Methods,3
NGjrH3klmvde,Biotechnology and Public Health,1
deb6cG8Eh8z6,Public Policy and Administration,2
OZjOUKcD4ZGm,School Psychology,2
ZGEhUf3VwjXM,Hospitality Management,1
OTywmLklXEmt,Health Equity and Social Justice,1
0QZVfOQZisKa,Classroom Management,1
15CyL2F8ydQ8,Macroeconomic Policy,3
cVVVwsOaVBaW,Sociology of Health and Illness,4
oQpbTHlqJ8Ff,Philosophy of Consciousness,2
Qrj1Uuf5tMU6,International Relations,2
vN3rhmeTwhgq,Sociological Theory,4
nlY80KJRv4pG,Political Theory,3
YDeS3b5s9swF,Supply Chain Analytics,3
5nk4uUcnWpft,Public Policy and Administration,2
ZgetAkokSasq,Cold War History,4
32a1IGtdvcw9,News Writing and Reporting,2
rEP1vSrvezTS,Android Development,1
mYXbwaaMWLQd,Development Economics,1
vzAnv2BWRrwu,Qualitative Research Methods,4
iFwaDYMZyx1O,Criminal Law,4
k5KNfgTirwek,Cultural Geography,4
USUNYUMmMoIk,Historiography,2
UBWAf0pPUYvq,Criminology,1
DhRzF4RTfUdx,Disaster Management and Urban Resilience,4
BE4j2AcMcUzZ,Consumer Behavior,3
BlnwcLV2gkLR,Introduction to Sociology,4
O5GlPkAkHj3S,Psychology of Learning,1
PxvCBErWaokK,Art Education,2
QLkyuwLjWEQY,Organizational Behavior,1
XJb583IKzBYG,Ethics in Psychology,2
IZegaoKJSy9O,Global Security,1
gxzQQyPgzdDd,Public Relations and Media Relations,4
lQtFZIZnI66j,Adult Learning Theory,2
u1inFxFXkEvp,Tourism Impact Assessment,3
GovJNmHqEKFl,Global Urbanism,1
hZfjEiV0cPFF,Curriculum Development,1
mxsetseMT7mW,Planning for Climate Change,4
DtPE5Fh3c7k6,Hospitality Management,3
NzA0t54tIdfa,Entrepreneurship and Innovation,1
EtIPV90MAlBu,Digital Forensics,3
uHalbEFxpSJW,Mobile Game Development,4
dyENtDwso2bL,Principles of Accounting,3
0izJQ87Bi9NN,iOS Development,3
O5ehxbL3WBiC,History of Warfare,1
VmTveOPAujd0,Auditing and Assurance Services,4
O4ouhwFiJwsl,Asian Politics,1
4qrzDaXExdDU,Logic and Argumentation,3
m3uLuFSTiRMe,History of Ancient Rome,4
uZn6qZX2beaT,Curriculum Development,4
43a1QSVKp5KQ,Social Psychology,1
HqBOktamGigZ,Corporate Social Responsibility,4
S1jEN88F8WRx,Human Rights and Social Justice,3
tPxX6O0Pb6Sv,Language and Literacy Development,4
9lGYKPdqN92b,Insurance and Risk Management,1
lPkJcgAzo77d,Healthcare Informatics,4
bkcL1tYwRvRp,Digital Image Processing,2
Yctdwjy950xY,School Counseling,4
thHfqIQeRa7o,Public Relations and Media Relations,1
dLOj2G8ecA7Y,Law and Society,3
fLJ3Zkm3DJ4n,Business Ethics and Corporate Governance,4
b7Bp3KrFJI4i,Health Education and Promotion,3
QDYOtkCB50We,Criminology and Social Justice,2
rFEqWt8UajKL,Business Intelligence,1
5h1BbzNaxwyC,Psychology of Stress,3
2rChI0qOaxmW,Advanced Machine Learning,3
zBZXt7w6JcjL,Portfolio Management,1
Txwlu82rIfYS,Public Policy Analysis,1
tqDoWA8A5f8e,Philosophy of Action,1
hxm1vnzvnsLd,Political Institutions and Democracy,4
kCvzngTlXC2Z,Professional Development for Educators,4
TvVjCKma52Q0,Labour Law,2
DyQGKubDH7O6,Global Financial Systems,1
9dIsDHusliYf,Entrepreneurship and Innovation,3
DFXsch5nCnNp,History of Medicine,1
naLKolOAuy2M,Experimental Psychology,1
bznfCe28Re9s,Behavioral Economics,4
LTgxn1MBXFiJ,Social Policy,3
UuyLdea9QIjx,Distributed Systems,1
wugSLXPW9X29,Corporate Communication,3
OQiEr2S2rGoU,Labor Economics,1
KqrC2Cvr74Fp,Criminal Law,1
c6xs67N9rOaL,History of the Middle Ages,1
9jHNer0ngeEK,Deep Learning,4
bVgqcGRJqSLX,Geospatial Analysis and GIS,2
NgNAkU0bg50G,Early Modern History,1
2LSNZM7Gkq21,Global Financial Systems,4
gnIy3up1TO1V,Environmental Policy and Politics,1
PPsrHdAsj9Pu,Philosophy and Feminism,2
EhMBX9QixBPP,Public Law,2
PuVF6G4DXrM3,Social Studies Education,2
O0d5kgQy3tQx,International Organizations,2
TQzUmQzgLzXp,Advanced Databases,2
xqOK7StPT5lB,Media Law,1
49491bDpPfMN,Investment Analysis,3
FdTZr3F0Y5dn,Global Media Systems,2
eDppLFidOHWJ,Politics of War and Peace,3
8bN8BCCEUa2T,Geographical Information Systems (GIS),4
MJ7f1ZuJkBjk,Political Parties and Elections,2
aBWg3TVc2a8D,Literacy Education,2
mMjN64eSsua5,Developmental Psychology,1
mT17Y4HrF0Zn,Accounting for Nonprofit Organizations,2
Eu9zqMJx34wX,African Politics,2
OcZ5476ozDyU,Public Health Administration,2
Twb8zZH7Kah8,Urban Sustainability,2
KHnk8QoB1DXk,Natural Language Processing,1
s8i1x5gfXVoB,Computer Networks,4
K8f9D70xFwe4,Metaphysics,1
POssKbrRwcfp,Existentialism,1
3eRAHgQFC6z1,Global Financial Systems,1
EBZsGzdoxAoT,Healthcare Informatics,2
gAwoajl7Annv,History of the French Revolution,1
9SPLx1c0TjC6,Entrepreneurship and Innovation,1
jTtV74eFz99V,Financial Planning,3
O9wUkpwgrfGc,Philosophy of Technology,4
KbHpyvX9rYTa,Disaster and Emergency Management,4
tSurf6iDqgsx,Business Intelligence,3
HUqoeDmSUAEk,Tourism and Local Communities,2
5SsCMEkKdwvy,Managerial Accounting and Decision Making,2
AfUtny24cvQr,Art Education,2
nSmwzdAEbTvE,Artificial Neural Networks,4
gGoh7K3ms0Qg,Developmental Psychology,3
PlYHn4s21xu6,Computer Networks,2
Ul5fx9ornW8X,Energy Systems and Sustainability,4
D0SP6wIO6n56,Public Opinion and Political Behavior,3
rOmzUKsY8Efo,Modern History,4
dv42GhkVo8Wb,Global Disease Control,2
7J6DBNnULBTT,Globalization and Social Change,1
ZiyGdH9jyts2,History of Political Thought,4
X6kPH2tWhfon,Forensic Psychology,3
DhYeLaX2a0kr,Behavioral Economics,1
v0kf2syl5DBB,Healthcare Management,1
ImcK2PLSntIe,Organizational Behavior,3
hXnkznoHDA3c,Global Supply Chain Management,3
vJriM5uYemuj,Public Policy Analysis,2
UeZPJHz3GvNZ,Global Security,4
pCLCkOtiGOMj,History of Religion,2
7fx2E8bYtntF,Retail Marketing,1
TXqBxC2BpiMV,Public Health Ethics,2
PbQMrxzqXG3r,Advertising and Promotion,4
72hRiEMtr2xV,Computer Architecture,3
MLscuAYsUjzl,Counseling Psychology,2
AFzdobaKMsW3,American Government,3
0nrkL9Z4qfeV,Advanced Sociological Theory,1
8LU94N85IWzO,Consumer Psychology,4
dpkbGCmhbQ5g,European Politics,4
BxRaFxBSKmh9,History of Asia,2
GjQS7arHgcBU,Operating Systems,2
n59bEMFr9onS,History of Imperialism,4
aGSsT9qe873q,History of Imperialism,2
DT0mLpV5Cxeb,Communication Research Methods,4
KkgJbGVwG8tq,Artificial Neural Networks,2
yM9QFpWrsSLO,Financial Accounting and Reporting,1
rSa4ArH29XRz,International Human Rights Law,1
HWr1nRc5H0h0,Gender and Law,1
ZvPjXXasf7gg,Abnormal Psychology,2
skOYiniMvE04,Investigative Journalism,1
oWWMXlxOWf5a,Behavioral Economics,1
EqK8LZRIEWzg,Online Journalism,4
mqgQSyRBPRAs,Clinical Psychology,4
AScDFnzfaKmr,Judicial Politics,2
4VTsckYXil9n,Philosophy and Feminism,4
aB70U8R1X3qU,Computer Programming (C++),1
UgCDTIA8tYMh,Political Sociology,4
31Iu11LVdT6v,Sociological Theory,3
nPeGYpd5b4mF,E-commerce Development,2
Y5tYlULKM9Pj,Cost Accounting,3
Pxj87uuysHqO,Fundamentals of Psychology,1
Ac46ae8mgITw,Leadership and Team Development,1
i8XpSQorGSGf,International Relations,2
K98GcKqfbMec,Urban Geography,4
aaRCv0Qn9zYa,Regional Development,3
ScQxyCvkA6d3,Cultural Tourism,3
MybeG56GEBoq,Business Analysis,1
37BTzUs9fJcH,Public History,4
ZlpkFjreCqhr,Philosophy of Law,3
LuqDkGocB1e2,Labour Economics,4
VTe6r5epPacs,Sustainable Cities,1
Cha9VeH8EQKF,Philosophy of Science,4
GVK8WGGQnQEx,Principles of Marketing,3
kMW0nq8tEJbY,Philosophy and Feminism,2
8hKbkx7Zr16d,Educational Research Methods,2
bXQksQqsPewv,Data Science,4
gPmyb77jTJ1m,Mass Communication Theory,2
vaJer01nSTSM,Environmental Ethics,2
sSO8MK7Gxsfp,Political Campaigns,2
rgwViF495Wsz,Developmental Psychology,4
WXIQV0ASbjIs,Sports Marketing,1
j9ttubxkzeH4,Digital Communication,3
LfEiMwVfMFIT,History of Modern America,4
ft1kUlyahHwu,Ethics,2
peVyk7z51rxH,Urban Social Issues,2
Lmzu48KOVpPQ,Lean Manufacturing and Process Improvement,1
xcLtRD5zcKPv,IT Project Management,4
UKEIM7QaFi0I,iOS Development,3
UCsuWm5Dechg,Conflict Management,1
sVr1Bay9aNfW,Social Research Methods,1
l5H1IpNdEkVB,Event Planning and Management,4
gUHOHdEM8fs4,Tourism Management,2
jGGhk4qgzyfV,Oral History,3
pPTw38YbgQsM,Financial Statement Analysis,1
6UzAjuXQh7X6,History of Political Thought,2
RcVUrBI3AEBp,Asian Politics,1
CuqHDuf1f8S6,Corporate Communication,3
TGBg3qXEtAX9,Political Communication,4
SLQiwv6m7Oz7,Diplomacy and Foreign Policy,4
fnxROMVInJCr,International Public Health,3
FVLobvWlD3Br,Sociology of Mental Health,4
Y3txy7o7Bacq,Asian Politics,4
w09xgmgnLwYM,Computer Security Risk Management,4
ZV6XJ50lGUrG,Inclusive Education,3
L9Rm7CLr5nen,Psychology of Aging,1
nZxjUo9ZkicV,Auditing and Assurance Services,4
d2szSjgq6DrU,Leadership in Organizations,1
94YFTo3uFzRM,Employee Motivation,2
tKNCzxnqnl5m,Civic Engagement and Democracy,2
sSRwTCyZ8WIl,Development Economics,3
lFD0wIdpJTcu,Psychology of Learning,2
Q4UO86Qx3bjQ,African Politics,4
nlicZ0V3JO8d,Smart Cities,1
xZzGc5XOuXTs,Accounting Information Systems,4
IbJ0Mavx4jiL,Financial Statement Analysis,2
1FMreAoRl18Y,Public Health Leadership,4
c00UaYQYYoFW,Political Parties and Elections,3
LSWbiOkXYuIX,Latin American Politics,4
qN4dok4FBy0f,Tourism Planning and Development,2
woJmFiGkU0FQ,Human Resource Development,4
qlIqF7Fr6Rsy,Environmental Law,2
yxI9HQNHn86T,Change Management,2
zhxeHxEIpj7q,History of Colonialism,3
j780ioLvmo27,Political Theory,4
UxQWNVg4c6U0,International Public Health,2
qkPzgHPDASRk,History of Women in America,3
XsDzDIPLLNiq,History of International Relations,4
9XYRNllLGEBB,Environmental Planning,3
yL3GgGzHifgj,Philosophy of Language,4
ABbZJE2ySDR2,Public Policy and Administration,3
I36pXI2Nr13G,Transportation Planning,1
xqE3LV2LnGvn,Computer Simulation and Modeling,4
Q92WTwreAb7p,Assessment and Evaluation in Education,4
ysZMIZ9WsljT,Project Scheduling and Control,2
TY5hwkzpAcoH,Social Geography,4
hRXKKcjyFiKO,History of Political Thought,2
xzFwg46C21bM,Psychology of Personality,2
HXDPvq7eNndv,Ancient Civilizations,3
6WwzaQJGvBBT,Geospatial Technology and GIS,4
FyZi1hmZk3oK,Political Campaign Strategies,3
ecIFscmqUKBi,History of Political Thought,4
wjYQTu6aVvw5,Comparative Education,2
tbFIG0nZuIxc,Healthcare Quality Management,3
jhWBjj8uPSLh,International Relations Theory,3
wGXDjX6fsLNu,Derivatives and Risk Management,4
TxGLiKEzG8j4,Law and Society,4
eDteEe5P78ab,Ethics in International Relations,2
h146W4GsfD3N,Distributed Systems,2
8zrN5i2LXXWl,Project Management,1
xesQf00wVMz9,Labor Economics,4
nxFskXKxpb7I,Computer-Aided Design (CAD),2
5ROReXZhr8mL,Healthcare Quality Management,4
y4JEemTJ1jyJ,Negotiation and Conflict Resolution,3
rxH3vYz1HAp9,Enterprise Risk Management,3
Wai58pryGlGx,Macroeconomics,4
N8zdFKI7z4Ow,Event Planning and Management,3
dpGhAOPI298y,International Relations,1
b5xNv6loOtQS,Biotechnology and Public Health,1
mJDV0K14QiyK,Event Planning and Management,3
C44P8UhXh88b,Game Development,4
mUTrOlr1xuw3,Corporate Communication,1
3a2wXSizzw8q,Behavioral Neuroscience,1
9vXzxFEo5znb,Operations Management,4
A6XoGwQ9O2Gq,Tourism Marketing and Promotion,4
VZGN5OjuiPsf,Tourism Management,3
Eu30gm6g7PKk,Corporate Valuation,2
FVI9RIljaQzu,Computer-Aided Design (CAD),2
qMDAOwrnmB0D,Cultural History,2
WHd31NKcIh5i,Global Governance,2
stdmctZ7hidw,Political Sociology,3
UKS3ZHyQYwVh,Software Project Management,2
ZuVgOEIkrR2q,Introduction to Sociology,2
wFvtuLecyRbR,European Politics,2
FxV8Y6Md4kAz,Computer Vision,3
ckM4L0glN2Lt,Corporate Valuation,1
LPi9jo091Drm,Psychology of Emotion,1
ZnVgT4vODt6N,Investment Analysis,2
KrmuPjRccRhe,History of Political Thought,2
kUUAubtLEOUc,Psychology of Personality,1
MXmnLMYc0SNq,Quantum Computing,3
3DEZfQNMmqVi,History of Political Thought,1
SutcDEmXC1Fm,Social Networks,1
7j7Yrng5B8Ow,Global Financial Systems,3
N0OeKZUpgj6Q,African Politics,2
hoDB0IOysALZ,Computer Graphics,4
uny3feD5QXAh,Political Economy,2
LDHlxs484RZI,Computer-Aided Engineering,2
JnZEp6Myakgc,Human Resource Management,1
8yjPOYAnttzu,Digital Media and Tourism,4
ZIpJDuBS5Ikp,Social Policy,4
aUuVH911YHnU,Early Childhood Education,4
J3IpcO5orR0X,Human Factors Psychology,1
jzF7fT6XDvgc,Politics of Race and Ethnicity,1
niQy727HCOl5,Human Rights Advocacy,1
4sNwoLJ0e35g,Abnormal Psychology,2
4o5PaiVyww5Y,Digital Journalism,4
l2oKaGpnMyHM,History of Ancient Rome,2
BXfCZ3zAmo3n,Corporate Finance,4
Fc0JqRwgquZl,Quantitative Research Methods,1
E5Qbqwx5a1Bc,International Political Economy,4
XEtt5O39grun,Investment Banking,1
cGq2c49ZBCGP,Public Health Leadership,1
muNgFrx7TcMJ,Corporate Governance,1
3knw85Rkry55,Big Data Analytics,1
UV3ANOaoeLwc,Sociology of Crime and Justice,1
iGvtE97w8yd1,Introduction to Economics,2
ja1woe8qKgpD,History of Medicine,2
MnX4gPGPM1CC,Global Supply Chain Management,1
YTOT6R4XeXIa,Sociology of Work,4
vTiRJ77HWRNj,Political Corruption,3
4WQdi7btpszG,Ethical Theory,3
AlW9QOhg9ZFu,International Relations and Global Conflict,2
Yjtq5ArDiPMV,Human-Computer Interaction,4
lx4P3Mglfllu,Sustainability and Marketing,1
TgXELhSByIx6,Political Campaign Strategies,4
vl8JggWdz4Af,Latin American Politics,4
5AHHvU8dnp1U,Social Psychology,2
3XNaywtfsaah,Corporate Valuation,4
bfpRWpig1fKa,Mental Health and Wellness,1
Px3LgK9KcBmB,Tourism Management,4
VDQc9ZPDjcDx,School Psychology,1
NkL8GxNDwIhQ,Forensic Science,1
USSmD8CfNEDx,Event Planning and Management,4
mRrA10wtzEZn,Augmented Reality,3
nmHDZDS6xDmF,Logic and Argumentation,3
GW6t3bqZSWq7,Mobile Security,2
rdxpC4StHZYl,Ethics in International Relations,4
4CWcNR80M07v,Strategic Marketing,3
DEcOQfcF0LUS,Geospatial Analysis and GIS,4
hNBNBrx6SnBk,Digital Media and Tourism,1
wifBh9NypxEy,Bioethics,4
oJU6AhPVYPGt,Environmental Health,3
K223VJ2H70Ei,Human-Computer Interaction,2
Bt2PcoY8cuyX,Comparative Constitutional Law,1
k7sVzPLvRkeX,Educational Research Methods,2
yBjBtgy11Hfq,Augmented Reality,2
0e2f3PQ2PsHD,Pharmacy Practice,3
AIkesprefLC1,Global Supply Chain Management,2
fUpiRb2Vh9Px,Global Disease Control,4
IN07KUucIr0y,Corporate Valuation,1
x5shsCo5Tjet,Philosophy of Social Science,4
41hykkwZWk14,Social Geography,3
I2sBVGxfy09F,Educational Sociology,3
bEkg4xFQ6kxx,Sustainability and Marketing,3
wW6gkYISMfkm,Environmental Journalism,1
OAyr9ruGqnrZ,Leadership and Team Development,1
j91bBQ2XBf4F,Public Relations,1
e82JK52V9kxx,Counseling Psychology,2
v6FVLrZkd9vQ,Psychology of Gender,2
CMXzMEuYkOkp,Economics of Health,1
4ueP3sck3I4W,Public Health Ethics,1
RHRRZSR4CZNo,Public History,2
waqN0hR8cpV2,History of Women in America,3
7rsDh3rfLT4t,Sociology of Race and Ethnicity,2
zPPvDKcM4PBU,Psychology of Gender,4
N4pxmK1HwGEx,International Organizations,2
aTYB7Nb2CeLE,History of Imperialism,4
prtdUcDeiS7u,International Trade and Economics,2
n2b0u4xNJXY6,Historical Research Methods,2
qhXsjm8p2wYb,Environmental Policy,4
zkOmqv9UglJY,History of Colonialism,2
JQHNotHIqs31,Political Philosophy,3
nZvAXseufeBx,Urban Social Issues,2
ssWat3WiVAeV,Cold War History,1
aEm0vONyWUtZ,Environmental Psychology,2
gbn4h4QSY3Co,Political Theory,1
CYSnr9JL71Qx,History of Political Thought,1
rS68FjwpNTS5,Psychology of Aging,1
ff9YagQNe7FU,Business Ethics,4
jGHUaGdK62SG,The Politics of Race and Ethnicity,2
OzgumByeOETg,Metaphysics,2
hJZ8PpWRIpeG,Comparative Politics,3
Cntu2I3oapP6,Health Education and Promotion,2
Jr7LKGrYiTsm,International Law,1
QnwretB5vizi,Corporate Communication,2
UPYRB6MEyUgk,Business Communication and Writing,1
kLrN5gnONqQD,Pharmaceutical Management,3
H0ekwlsHsjbV,Advanced Econometrics,2
xkT8foki2m3C,Cloud Computing,3
WIAJuepqJTL7,Ethics in Psychology,4
RlH25aUMCtkW,Political Sociology,3
zEWhx6HAVAIw,History of the Middle East,3
tgocyJd02r7E,Healthcare Informatics,1
gbBYR0rRSKAm,Cultural Competency in Education,2
PsOXbfRCEx34,Urban Sociology,2
LyBSemmX9zUD,Agricultural Economics,2
7wIJs8IkjwZi,International Organizations,3
KsXlsWc64VtJ,Distributed Cloud Computing,4
NGqOv1YFZhBW,Urban Sustainability,3
28t4MyeN1KyV,Modern History,3
S1xk3qgaKdjR,Leadership and Team Development,2
8EpvNK0lSYPk,Urban Geography,4
w1GCtNfKWeXU,Gender in History,3
Qc8ZBqcxR5lM,Sociological Theory,1
5SFMOIvTvJGq,Asian Politics,1
woQiyg04MvA4,Cultural Geography,2
wT3KDNNg2YWS,Economic Development and Urban Growth,2
0I8cYksa2bln,Natural Language Processing,3
MTaWR2B8lCQR,Economic Development and Globalization,4
vFdV9yyILian,Philosophy of Religion,1
KjNcXDWFTsai,Family Law,1
4sa4ekJFJWtf,Political Campaign Strategies,1
CGgVmakDSTB5,Media Marketing,4
9R0TVc8w9nis,Sustainable Cities,4
v0R6Ugtglj0L,Advanced Databases,2
ZjOJ8szblfos,Introduction to Journalism,2
jWu7koZc1AER,Disaster Management and Urban Resilience,4
vUAaBkplUQih,Digital Marketing Strategies,4
kRKs0IZVACfJ,Human Rights and Social Justice,1
ZfjWKgMNDtUl,History of Ancient Rome,1
0QxHoPtcxU0L,Political Sociology,4
Gch9yieZXqCw,History of Science and Technology,2
F2rXobI6PmeK,American Government,2
4XVtp8cRXf9I,Business Ethics and Corporate Governance,3
j2U2KUjsCDPs,Social Studies Education,3
EsNvR0Wa6htY,Science Education,3
1gGrzCWqDkQd,Digital Communication,4
yhp9cHEvotNu,Strategic Management,3
WjXt3WWDsLdb,Clinical Psychology,4
TmBXG2sO7WHA,Organizational Behavior,3
anjYJAqe2lOP,Global Politics,1
CZHptznjuved,Blockchain Development,3
eJeErVf4kJjN,Cost Accounting,2
fWMsRT9fojvB,Distributed Cloud Computing,3
rrSOZtnbLhVy,Conflict Resolution,3
9j8Ufbffnmwi,Software Engineering,2
IwsQpVaGWcDD,Banking and Financial Services,3
oljWDljZUcaq,Global Disease Control,2
wlMdFWaawvU0,Programming for Data Science,2
wLXXqqC2VMgP,Macroeconomics,3
7WCyqmw0XbcJ,Media Literacy,3
kTkeaAhL0ojT,Environmental Education,2
BuDeF3qYXtkq,Land Use Planning,2
KUTX4aIMGGuZ,Global Media Systems,2
Xw3Q3xpMmJgc,Physical Education,2
tO3vfgIdNZcS,Big Data Analytics,2
rGiUfkAnUng8,Operations Management,1
BZAm98KHPYGS,Sustainable Cities,2
I8hdhu0CW2gN,Agricultural Economics,1
uyDy33y3Z4w1,International Organizations,4
9Irki6l6RbCF,Human Geography,2
4OtMO4lBVcfZ,Public Policy Analysis,1
vA2IzoTz4EW5,Political Movements,3
TSewD1LnRir7,History of the United Kingdom,4
Y6rg1yPOxark,Digital Media and Tourism,2
JIHdIbZnUW1d,Ancient Civilizations,1
Kh017Yjebpqt,Philosophy of Technology,1
T4gi7VYCsvAh,Strategic Management,3
IAOprIH0C8G1,Development Economics,1
KrG1tCrI1nZw,Political Data Analytics,3
C3BynmorQ7gt,Global Marketing,2
Wn7TdTEjQUaa,Energy Systems and Sustainability,3
81GDR6lvtrb3,Urban Politics,1
lgf4DArui9QX,Developmental Psychology,3
ZEPCxtTjrT6D,Comparative Political Systems,2
kuUaAf0ExLT0,E-commerce Development,1
Ud9g0O78LMEk,History of Medicine,2
9Tix8i59juBQ,Augmented Reality,2
jOGLjffT8AsK,Physical Education,4
7OGZrq8JADiM,Ancient Philosophy,4
zDphFgkHuTLV,Psychology of Gender,2
rHlkq7jllC9i,Conflict Management,2
2ecQL1oiVCW4,Data Science,4
11JtmgpOIs4F,Data Visualization,4
HFPWpXMVvlk7,Tourism and Local Communities,3
ZO3oWMcNAFGr,Global Supply Chain Management,2
QkWZn8rnh7P9,Latin American Politics,3
H5iiyEb4xTpn,Organizational Theory,4
WHurFJv9vQqe,Political Geography,1
tpFPRsmtFL4d,Introduction to Sociology,2
Jg3PI65rZ66g,Global Disease Control,4
YLXpbKLpnQCB,Event Planning and Management,3
KM91Gfy6V0Sx,iOS Development,1
9caDEx4XJeNX,Strategic HRM,1
JgJPFdurhqis,Psychology of Learning,1
COuBx3SV0Epn,Cultural Competency in Education,1
yVbi7cRWMZip,Web Design and User Experience,3
djFLPaXQPZLG,Corporate Valuation,4
KV92U1rYZ0M7,Bioethics,3
ntSPI0P0WV0Y,Human Resource Management,2
wXS0hu9ElGnq,European History,2
UKl0s8iQyG4y,Human Resource Management,2
WoqPbLaKja72,Political Philosophy,4
wReYLgqo47Ix,Diplomacy and Foreign Policy,3
qbJKl0ny3JTj,E-commerce and Digital Business,2
RpBmQ03BchVs,Tourism Policy and Governance,1
uYblYZh1Wsi8,Historiography,1
924Y3CLPnVtz,Philosophy of Knowledge,4
ck4XR5HyCfXR,Psychology of Gender,4
