id,day,start_time,end_time,duration,school_year
4O4L5RJk6EHF,Saturday,05:15:15,16:38:54,1 Hour 30 Minutes,2016-2017
2vnXoEaYD4zc,Friday,09:17:26,03:39:51,2 Hours,2015-2016
MDcwbKwd4QxF,Monday,20:07:40,12:18:41,1 Hour 30 Minutes,2020-2021
5LPW4HFvij6u,Tuesday,00:15:26,19:44:53,2 Hours,2003-2004
YrpssFutMFDi,Thursday,18:23:06,11:48:23,1 Hour,2002-2003
nthYSl5O1xfG,Saturday,00:21:00,21:18:32,2 Hours 30 Minutes,2011-2012
MS4jtWXJOoDd,Saturday,19:08:41,12:08:01,2 Hours 30 Minutes,2019-2020
zbBwsR32CfrU,Sunday,06:41:46,10:58:31,1 Hour 30 Minutes,2004-2005
UEyRhidUWCX5,Saturday,20:49:44,14:43:48,1 Hour 30 Minutes,2025-2026
niX1ipQCgctl,Monday,22:20:27,08:21:53,1 Hour 30 Minutes,2016-2017
SNFfmlo63KQN,Wednesday,16:16:23,22:21:03,1 Hour,2003-2004
B1A4NOAK1rFw,Wednesday,18:08:32,14:57:04,2 Hours,2027-2028
xIx8zSquVOoP,Thursday,20:42:36,16:56:01,1 Hour,2020-2021
8LXM1HTjjjCV,Wednesday,18:47:24,03:10:37,1 Hour,2013-2014
FMDbrgA3rxYJ,Friday,04:09:13,15:54:43,1 Hour,2019-2020
GK6grFydZsgQ,Wednesday,11:07:39,06:12:25,1 Hour,2001-2002
NSxJUx9ClIoo,Thursday,18:34:58,13:04:29,1 Hour,2014-2015
OxWINnHWQRG7,Monday,11:54:37,05:40:21,1 Hour 30 Minutes,2007-2008
O795KuK1NP0M,Wednesday,19:29:28,00:31:22,2 Hours 30 Minutes,2016-2017
7ayHePfpfWv4,Friday,07:34:49,09:08:50,1 Hour,2010-2011
e4woR4awI0th,Wednesday,17:01:30,21:24:50,1 Hour 30 Minutes,2005-2006
L3uDBWdw3GWT,Monday,09:59:27,13:28:22,1 Hour 30 Minutes,2017-2018
4WSQLTSEfSSo,Sunday,23:42:43,17:39:17,1 Hour 30 Minutes,2006-2007
eQeideGMFVhA,Thursday,03:50:26,05:17:27,2 Hours 30 Minutes,2017-2018
X3YLi48JIGkM,Monday,04:08:22,07:30:57,2 Hours 30 Minutes,2011-2012
fTSTGX6dMwns,Saturday,21:51:06,03:19:42,2 Hours 30 Minutes,2015-2016
Mn8njMjSqqq5,Monday,02:18:31,21:35:48,2 Hours 30 Minutes,2024-2025
oa4XrhmAAPIh,Wednesday,23:53:30,16:49:32,2 Hours 30 Minutes,2022-2023
GPiGQQ2KD5S5,Thursday,12:15:28,11:38:53,2 Hours 30 Minutes,2018-2019
obW0Hs1aVhHf,Wednesday,09:35:08,06:25:08,1 Hour 30 Minutes,2011-2012
nv5Oz7BroJTY,Thursday,00:18:25,09:58:10,1 Hour 30 Minutes,2001-2002
tzi3XoU6IxTI,Friday,09:48:17,17:41:48,2 Hours 30 Minutes,2008-2009
Sn28iK2ycUC6,Sunday,03:14:58,13:11:44,2 Hours,2007-2008
kNQpM3KiJZrr,Friday,03:22:46,10:54:24,1 Hour,2010-2011
0bRrkVlB2Bt5,Sunday,22:37:35,14:00:29,2 Hours 30 Minutes,2006-2007
qo9DHu2E99Ze,Friday,23:09:05,14:12:38,2 Hours 30 Minutes,2010-2011
ZSMnIjzKMQnd,Wednesday,03:42:07,05:27:38,2 Hours 30 Minutes,2023-2024
xtQ5xJmqI1oC,Saturday,01:00:15,16:24:44,1 Hour 30 Minutes,2027-2028
dy8u5AnhPfss,Wednesday,20:32:19,17:01:20,2 Hours 30 Minutes,2001-2002
iXieu6GEFKEw,Tuesday,07:57:36,16:54:24,1 Hour,2012-2013
JO4HJXVJYSxG,Saturday,05:44:25,16:47:15,1 Hour 30 Minutes,2018-2019
doAocY4VXB2u,Saturday,19:58:26,23:24:50,2 Hours 30 Minutes,2004-2005
nNAIMkuyvdlY,Tuesday,14:33:24,01:06:23,2 Hours,2026-2027
ic226uAtEhaU,Monday,12:28:57,17:39:02,2 Hours,2012-2013
rzX5LjDnMxGG,Friday,11:36:49,22:17:30,1 Hour 30 Minutes,2005-2006
auMQnVdQTMNn,Monday,22:39:15,21:10:14,2 Hours 30 Minutes,2012-2013
HRISGkPl6r23,Monday,11:55:46,07:32:29,1 Hour,2022-2023
6VavhaAu1047,Friday,03:22:51,21:20:30,2 Hours 30 Minutes,2027-2028
UVJj1ViPLhol,Tuesday,03:00:26,07:47:25,1 Hour,2002-2003
UcnmCJBDmn3B,Wednesday,14:09:54,04:22:29,1 Hour 30 Minutes,2001-2002
qKPNENsryy1y,Monday,15:00:29,22:23:39,2 Hours,2020-2021
HcWkXMRmGJvx,Saturday,01:44:38,23:48:01,1 Hour 30 Minutes,2006-2007
zCDoLr0hNPnZ,Tuesday,05:25:05,16:52:43,1 Hour,2020-2021
5M0SKOwfDvql,Thursday,21:48:02,22:49:04,1 Hour 30 Minutes,2022-2023
aByXYWYaoCFa,Friday,06:37:41,22:13:48,2 Hours,2004-2005
OJM997zSk2d0,Thursday,19:06:46,11:30:59,2 Hours 30 Minutes,2012-2013
hw3wjdM5cewL,Monday,13:17:59,11:19:56,1 Hour 30 Minutes,2004-2005
GNMx6RxTQyMD,Wednesday,04:31:07,19:25:14,1 Hour,2003-2004
9Vgag0X8aYkW,Saturday,20:28:48,20:22:00,1 Hour 30 Minutes,2009-2010
4XRWwZDFwyoI,Monday,16:14:42,05:50:41,2 Hours 30 Minutes,2002-2003
kXozAPTPkoaw,Thursday,10:33:49,05:03:48,1 Hour 30 Minutes,2011-2012
zu47b0Y6WIhL,Sunday,13:13:30,21:44:49,1 Hour 30 Minutes,2014-2015
KsQzSpVWebdp,Saturday,20:13:02,00:05:51,1 Hour,2023-2024
5peHmMI11uVA,Friday,14:32:57,00:55:47,1 Hour,2004-2005
Gxw09OgcKeOn,Sunday,07:27:57,07:53:57,1 Hour 30 Minutes,2027-2028
f2wnGPZzRE38,Monday,10:36:19,17:27:20,2 Hours,2025-2026
hx9XpIfY86Cg,Friday,14:13:04,17:16:56,2 Hours,2012-2013
xdFTGmgFZ0nQ,Friday,05:13:37,04:01:03,2 Hours 30 Minutes,2010-2011
BRXqZGNpuBWe,Thursday,04:47:42,17:12:22,1 Hour,2023-2024
k0Rr1mTH2q7M,Thursday,22:40:22,20:59:01,1 Hour 30 Minutes,2015-2016
VFQD7UshVt4G,Sunday,08:34:08,17:19:16,1 Hour 30 Minutes,2011-2012
pj08YtDE9yyC,Wednesday,06:11:23,00:41:12,1 Hour 30 Minutes,2005-2006
CT8oMZEcbMsz,Tuesday,17:19:48,10:44:49,2 Hours,2018-2019
Dlr6az7Rv22v,Friday,14:28:54,06:17:48,1 Hour,2002-2003
CI607j2gZziQ,Friday,15:06:14,15:18:10,1 Hour,2014-2015
2vIxKxr8wYuU,Sunday,15:43:39,03:04:08,2 Hours,2021-2022
8n27Wsky1wYO,Thursday,18:53:00,04:30:35,1 Hour 30 Minutes,2003-2004
LZofuPEjudYC,Monday,13:28:52,09:05:44,2 Hours,2022-2023
trGJLPYbprqP,Tuesday,23:37:57,10:27:46,2 Hours 30 Minutes,2027-2028
3KSVJ6uHJ61v,Wednesday,12:57:42,11:44:04,2 Hours,2013-2014
1viw1Zsdn3pG,Saturday,09:06:19,17:54:50,1 Hour 30 Minutes,2017-2018
qtEjXOuvORhz,Friday,15:36:27,05:10:15,1 Hour 30 Minutes,2010-2011
wJo8oP2qUDna,Friday,01:16:15,06:49:13,2 Hours 30 Minutes,2027-2028
82kgtwGd4o72,Friday,19:19:46,05:14:42,1 Hour 30 Minutes,2018-2019
qR2IhBzSlFVD,Saturday,01:31:35,18:02:07,2 Hours 30 Minutes,2013-2014
gIe2aAHvDL79,Monday,09:17:08,15:01:20,1 Hour 30 Minutes,2025-2026
JYnxgCaxRoc5,Tuesday,00:07:36,10:04:17,1 Hour,2008-2009
xcfzC8h2nqr1,Wednesday,14:29:33,18:26:26,2 Hours,2015-2016
nwjAZ0MI36Xg,Friday,08:43:14,07:17:46,1 Hour,2003-2004
OPKDw0wTgSir,Friday,15:22:13,23:47:09,2 Hours 30 Minutes,2014-2015
9WiySCM2Ue2Y,Friday,20:32:47,08:56:08,2 Hours,2013-2014
4b3K3ubKyBWy,Friday,12:14:06,07:17:33,2 Hours 30 Minutes,2010-2011
r1ehofa8hnv0,Wednesday,08:20:46,16:30:46,1 Hour 30 Minutes,2004-2005
pR6dDmKQ44SJ,Thursday,11:24:05,02:54:30,1 Hour 30 Minutes,2022-2023
OlUTIPihleBf,Wednesday,21:36:32,13:35:27,2 Hours,2021-2022
JjITbDNEGGVn,Sunday,13:56:02,21:07:09,2 Hours 30 Minutes,2009-2010
Jve1gSeMs17H,Wednesday,08:01:23,13:36:16,1 Hour 30 Minutes,2006-2007
HsXcDUU5afkO,Tuesday,16:40:01,16:32:19,1 Hour,2026-2027
2dKCx4Ca87N9,Sunday,18:57:55,13:24:45,1 Hour 30 Minutes,2026-2027
SAgT1oacsXY2,Sunday,13:01:48,03:09:22,2 Hours 30 Minutes,2011-2012
z5snsRVfRVjZ,Friday,10:00:09,11:05:26,2 Hours,2021-2022
6S9BBkGDIXUd,Thursday,14:39:20,18:36:43,2 Hours,2001-2002
l4z0t3wlJgYB,Friday,12:49:35,20:07:29,2 Hours,2023-2024
A4pLMS66oBeq,Thursday,18:10:31,04:33:22,2 Hours 30 Minutes,2005-2006
MQoll3FhZNI1,Tuesday,07:34:48,13:24:46,1 Hour 30 Minutes,2013-2014
1lG0jfwv3VBs,Monday,20:12:17,06:55:24,2 Hours,2006-2007
YLMZ81k1H7lp,Friday,22:41:49,20:50:26,1 Hour,2016-2017
uLxNZU2T8END,Monday,00:09:22,19:46:10,2 Hours,2026-2027
plc6WnCe2q82,Wednesday,11:02:50,22:44:40,2 Hours 30 Minutes,2006-2007
wqQ8JO6o3y62,Sunday,18:31:58,14:44:36,1 Hour 30 Minutes,2021-2022
lmIoLzPcM0hm,Thursday,07:40:00,21:43:41,2 Hours 30 Minutes,2020-2021
Dg91zZD8CVoS,Saturday,03:57:30,18:44:17,1 Hour,2002-2003
DPSdlxoCbM4U,Tuesday,15:38:54,07:42:32,1 Hour 30 Minutes,2019-2020
1UQgzPSzl20h,Friday,18:04:03,11:24:50,1 Hour 30 Minutes,2010-2011
5WRYjb2t9RW1,Sunday,08:27:05,17:49:48,1 Hour 30 Minutes,2010-2011
KObrr9XzhqVh,Friday,02:35:50,16:23:44,1 Hour,2004-2005
85hgFpCFcipE,Friday,21:34:47,05:03:20,2 Hours,2004-2005
tlxQUyRm9R7s,Monday,23:16:29,14:57:08,2 Hours,2010-2011
7xLBzXhWKZTe,Saturday,16:14:57,21:09:47,2 Hours,2010-2011
RG97c4uFztFO,Sunday,08:26:07,13:31:09,2 Hours 30 Minutes,2014-2015
6wvBxWteUhwu,Sunday,11:28:39,07:41:00,2 Hours,2008-2009
UJckxtqX153n,Wednesday,10:13:27,02:25:00,2 Hours,2002-2003
MRxfmzsC2Sni,Saturday,04:40:58,06:21:00,2 Hours,2007-2008
gq4CW3snoNQm,Wednesday,14:52:29,18:26:06,2 Hours 30 Minutes,2027-2028
gxPgPQ8ZHkuF,Thursday,21:00:15,20:32:18,1 Hour,2027-2028
2uOJuNhGn0B1,Friday,04:51:55,09:35:05,1 Hour,2018-2019
B4D5fSxmjShN,Wednesday,12:53:36,07:15:11,1 Hour 30 Minutes,2015-2016
RLewVgGuSZL9,Monday,02:44:48,17:16:48,1 Hour 30 Minutes,2026-2027
Wc9ND2trdGY1,Wednesday,00:12:03,01:40:13,2 Hours 30 Minutes,2012-2013
m0BuVn53hNUd,Tuesday,02:35:25,09:33:04,2 Hours 30 Minutes,2010-2011
yIJRM9kmgOjg,Monday,02:26:14,01:51:55,1 Hour 30 Minutes,2020-2021
eVgA1NAOSQiS,Thursday,21:54:04,11:59:57,1 Hour,2025-2026
NqkjfNH9J3fj,Thursday,17:27:39,08:06:56,1 Hour,2003-2004
3xg2PHPiLIft,Tuesday,19:49:10,17:41:08,2 Hours,2024-2025
D6rVSjP4pX0Z,Monday,19:59:25,09:21:54,1 Hour 30 Minutes,2009-2010
s5nZeiyMKa61,Monday,20:57:07,20:48:42,1 Hour 30 Minutes,2005-2006
csW3Kb2tX0TQ,Sunday,16:44:09,15:44:34,1 Hour,2014-2015
lqxzm1cDJxl8,Monday,14:31:25,16:10:59,2 Hours,2006-2007
yIvM2Wj7Ib2p,Friday,12:47:21,17:43:24,1 Hour,2017-2018
nqE5tR8XRvS4,Monday,01:55:04,08:54:31,2 Hours 30 Minutes,2003-2004
B8fiea69EcQL,Thursday,17:36:20,20:55:33,2 Hours 30 Minutes,2001-2002
REbYSoYJdE34,Saturday,11:25:26,16:08:28,1 Hour,2004-2005
XNFJPp1BvMIo,Sunday,18:10:52,21:22:54,2 Hours 30 Minutes,2021-2022
8XtIf0g6559Y,Sunday,20:04:40,07:45:30,2 Hours,2025-2026
cXvA2omNmbVH,Friday,04:42:40,16:06:58,2 Hours 30 Minutes,2012-2013
RApWlhqSnmzc,Tuesday,09:14:24,23:22:35,2 Hours 30 Minutes,2005-2006
PUuMK0vBXFas,Tuesday,23:31:11,16:50:50,2 Hours,2013-2014
gcoMpGepmdZh,Monday,22:39:39,02:15:26,1 Hour,2016-2017
Mx7Vew9UsoWl,Tuesday,04:53:21,11:39:03,2 Hours,2018-2019
GMv538fdgQ03,Monday,09:35:24,03:26:43,2 Hours,2003-2004
EYx7uFuo0TLV,Sunday,13:26:23,18:27:21,2 Hours,2017-2018
9aXJwvG086yU,Friday,21:31:01,19:01:58,1 Hour,2008-2009
uKyqY7zOUABB,Wednesday,11:01:07,22:36:38,1 Hour 30 Minutes,2004-2005
wQjACBPPxTMs,Saturday,00:18:03,00:11:43,2 Hours 30 Minutes,2016-2017
sls4wTKCEl8m,Saturday,01:48:53,15:13:21,2 Hours,2012-2013
Lyd0r7IxoMO8,Monday,00:24:48,20:38:15,2 Hours 30 Minutes,2019-2020
hQDDgHfovMnH,Monday,22:22:05,15:38:20,1 Hour,2017-2018
iMnj4hGaLyl2,Wednesday,15:05:52,15:13:57,1 Hour 30 Minutes,2004-2005
D6w7zflpOM3C,Wednesday,20:40:28,23:36:27,1 Hour 30 Minutes,2020-2021
yXa9BEPAQERc,Monday,14:55:44,04:31:42,2 Hours 30 Minutes,2010-2011
OyePjpmfE2e2,Friday,08:31:45,03:09:32,2 Hours,2010-2011
VYSRie4HHwHu,Saturday,16:40:26,12:12:28,2 Hours,2004-2005
Xde6dfN2l0KP,Monday,22:21:26,17:20:40,1 Hour,2018-2019
k1DFAZygNkEp,Wednesday,17:07:57,23:05:36,1 Hour 30 Minutes,2010-2011
dVNxsPyrNOCx,Saturday,08:01:57,15:49:06,2 Hours 30 Minutes,2005-2006
vgZyRmrAxeB9,Wednesday,20:42:56,16:12:57,2 Hours,2006-2007
PjhB7mKIombl,Wednesday,21:37:54,20:02:34,2 Hours 30 Minutes,2008-2009
803kGzqqLSTt,Thursday,14:16:40,05:01:43,1 Hour 30 Minutes,2014-2015
X58QqBW86DTE,Tuesday,04:01:45,03:23:10,1 Hour 30 Minutes,2014-2015
FGwS2jql1jnZ,Friday,19:35:39,14:06:39,1 Hour 30 Minutes,2027-2028
B4rWVoWbCBVl,Monday,13:22:55,15:22:22,2 Hours,2008-2009
w3awnfLEraoW,Friday,22:13:16,05:17:53,1 Hour 30 Minutes,2003-2004
1mK8DwqbmraM,Saturday,16:47:38,06:39:40,1 Hour,2023-2024
v3inrmLCpjC2,Friday,08:27:55,07:10:43,2 Hours 30 Minutes,2012-2013
lagYxmfAx9Y9,Friday,14:49:22,06:41:35,2 Hours,2014-2015
paP6FN9k0ONi,Wednesday,02:17:04,05:36:21,1 Hour,2004-2005
m8e8ZRoI9Nic,Friday,16:53:04,18:58:11,1 Hour,2018-2019
75dG9i1uPFIZ,Saturday,04:42:50,21:16:53,1 Hour 30 Minutes,2006-2007
WwnqbINNhvVJ,Saturday,23:45:29,14:06:47,1 Hour,2019-2020
DQ6JiT3wiv3f,Monday,05:57:37,04:47:42,1 Hour 30 Minutes,2007-2008
asKATRY2M44d,Friday,15:46:22,02:41:52,1 Hour 30 Minutes,2027-2028
z2sVhBMItGS1,Sunday,10:27:05,03:07:59,2 Hours 30 Minutes,2022-2023
E17mDnu9PekI,Monday,04:31:46,07:23:01,2 Hours,2016-2017
y1E4faKOIJRU,Thursday,01:46:59,01:47:23,1 Hour 30 Minutes,2009-2010
Iku27VXFrhGN,Friday,22:49:21,04:07:12,1 Hour,2018-2019
cXjMInN56tT1,Tuesday,17:47:36,01:48:36,2 Hours,2020-2021
nGPFNRqyj8kB,Tuesday,04:53:36,14:13:47,2 Hours 30 Minutes,2008-2009
jrO4JGZV7l1O,Friday,23:15:23,21:15:06,2 Hours,2012-2013
1qdDa81zWERG,Friday,03:00:53,16:03:46,2 Hours 30 Minutes,2026-2027
Nz5prcQTtYIA,Sunday,05:48:11,22:24:02,2 Hours,2001-2002
nacVO6ch1c84,Sunday,15:07:00,14:18:28,2 Hours 30 Minutes,2017-2018
Ll9R8fNXbgTJ,Saturday,19:49:28,12:19:51,1 Hour,2021-2022
BHI3SzT2VOyf,Saturday,21:34:39,15:13:34,2 Hours,2001-2002
qQz2R7PTYrCf,Saturday,13:40:04,08:39:47,1 Hour 30 Minutes,2001-2002
P0MRfke3NhZq,Sunday,21:38:43,20:27:58,1 Hour,2020-2021
JmEEEcsQSnTp,Wednesday,05:55:33,11:48:13,1 Hour 30 Minutes,2022-2023
npt9Gq3G1NAZ,Saturday,14:08:16,02:34:08,1 Hour 30 Minutes,2012-2013
W8nY5Mt4Kgdr,Tuesday,12:11:54,17:07:56,2 Hours,2013-2014
dGEZEPYz9M1T,Thursday,22:50:13,13:51:18,1 Hour,2013-2014
qsJ8gPFCqwsJ,Wednesday,11:06:30,01:03:57,1 Hour,2005-2006
VnrJlmk5orbB,Saturday,13:05:12,13:18:26,1 Hour 30 Minutes,2009-2010
khgJDAnK9CbL,Sunday,02:02:49,14:10:44,2 Hours 30 Minutes,2005-2006
8mfTfRz3mMXF,Wednesday,18:26:09,23:10:14,2 Hours,2016-2017
Gxlz8EwemeHB,Saturday,05:09:07,11:23:35,2 Hours 30 Minutes,2013-2014
y15ripWd4fSR,Sunday,22:11:21,15:00:08,2 Hours 30 Minutes,2015-2016
tAmBKgLfg3we,Saturday,21:56:01,02:30:44,1 Hour,2007-2008
spjhtrGwGS8K,Saturday,14:53:10,19:33:45,2 Hours 30 Minutes,2018-2019
jtmstE6QV8Bl,Friday,08:26:26,23:30:11,1 Hour 30 Minutes,2022-2023
MF94RRkUEXPi,Monday,17:40:43,05:55:03,1 Hour 30 Minutes,2011-2012
cjDdbDeZGwXx,Wednesday,02:37:42,08:09:50,1 Hour 30 Minutes,2018-2019
tzbIquPMVpa8,Thursday,11:46:43,11:59:16,1 Hour 30 Minutes,2003-2004
MRsqCdueCvPL,Monday,09:15:47,14:19:01,2 Hours 30 Minutes,2026-2027
rssdHP54nAv1,Saturday,06:35:31,21:25:33,2 Hours,2012-2013
k6f2VlAhb7Ym,Tuesday,03:36:53,10:29:48,1 Hour 30 Minutes,2023-2024
W9Dn8Wcp9trP,Wednesday,21:38:04,18:57:57,1 Hour,2011-2012
hF29rscJvwI1,Friday,01:44:42,14:06:59,1 Hour 30 Minutes,2001-2002
UIgj1i8zzDPu,Monday,12:48:48,06:26:43,1 Hour 30 Minutes,2026-2027
T4nDuxNChi83,Wednesday,06:48:06,19:12:32,2 Hours,2022-2023
aTXW8E0NgERy,Monday,07:12:37,14:15:38,1 Hour 30 Minutes,2011-2012
trANeb68h3lG,Wednesday,15:15:04,15:13:41,2 Hours,2016-2017
NzEXl7mqZSHL,Saturday,21:56:02,09:09:10,2 Hours 30 Minutes,2007-2008
gHqmBK9DsSvi,Thursday,08:34:53,18:33:11,2 Hours,2019-2020
4PSzIDRClYKD,Thursday,11:30:16,07:55:23,1 Hour 30 Minutes,2023-2024
Crj0uJjfePKT,Thursday,17:20:55,23:32:35,1 Hour 30 Minutes,2007-2008
8qFkiPVVfsmD,Thursday,08:17:03,00:43:57,2 Hours,2025-2026
6WbyJ14aMRz4,Friday,22:47:50,04:18:42,2 Hours,2025-2026
G0Xif0uuHlif,Saturday,21:05:01,16:17:53,1 Hour 30 Minutes,2003-2004
Pz4gaT1a9O9z,Saturday,18:40:50,16:52:56,1 Hour 30 Minutes,2006-2007
2ZP28u1m5Tzy,Sunday,22:29:14,08:48:00,1 Hour,2024-2025
mB2w1Uifqrns,Tuesday,04:34:37,09:29:47,2 Hours,2024-2025
YrVf7Gwlz5GI,Wednesday,03:26:53,11:54:23,1 Hour,2020-2021
upTi4UvADTap,Friday,08:02:54,19:09:13,2 Hours 30 Minutes,2013-2014
Bfl8zAPmHQlX,Monday,23:34:51,01:09:43,1 Hour 30 Minutes,2006-2007
cy012DexGgv2,Saturday,17:34:51,04:58:14,2 Hours,2003-2004
XmxMimOcL0Vi,Sunday,17:24:03,15:07:46,1 Hour 30 Minutes,2003-2004
FstWtHAIc7kO,Thursday,07:28:53,17:57:11,1 Hour,2004-2005
GJHdeYt0FULX,Sunday,18:52:31,21:28:24,2 Hours,2018-2019
NW2EudP8S9fD,Saturday,06:25:24,10:18:37,2 Hours,2011-2012
WdH0CMQTX2fu,Sunday,05:00:35,17:53:41,1 Hour 30 Minutes,2016-2017
bxHHvIv12g2H,Friday,03:48:33,07:49:13,1 Hour 30 Minutes,2016-2017
byNNwPpR7XvW,Friday,09:39:14,19:33:33,1 Hour,2024-2025
7ObyMedJpR2E,Friday,18:50:44,15:38:52,2 Hours,2007-2008
erXRl9zMHPZO,Thursday,08:52:50,18:48:53,2 Hours,2013-2014
sbEtn5emw3xg,Wednesday,17:59:19,00:08:33,1 Hour,2001-2002
RXTPKjDN1pC1,Friday,01:41:13,23:15:18,1 Hour,2026-2027
ODYZ2GdYRzSR,Wednesday,08:30:37,07:40:21,1 Hour 30 Minutes,2026-2027
STQvpbsA9DqX,Monday,12:28:46,05:26:46,1 Hour,2024-2025
CnGqXaGnKr3H,Monday,03:02:36,06:20:25,2 Hours,2017-2018
3V9VwIlZZh48,Tuesday,00:17:45,11:02:07,2 Hours,2007-2008
OPSBSmCGpVd8,Thursday,10:42:26,16:01:46,2 Hours,2017-2018
S657s97woKFT,Thursday,08:36:59,06:29:54,2 Hours,2004-2005
R0yBixOEYQES,Saturday,15:54:40,01:07:48,1 Hour 30 Minutes,2020-2021
Tnkov1sC7N1b,Thursday,17:28:37,17:25:41,1 Hour,2012-2013
Ft4482sb4k6i,Sunday,02:36:02,18:19:18,2 Hours 30 Minutes,2020-2021
qc9GQFb5SElv,Tuesday,12:48:16,09:39:30,2 Hours 30 Minutes,2011-2012
oZIFsYCPuKiO,Wednesday,06:23:01,17:22:46,1 Hour,2003-2004
hK2WaK3O6037,Monday,19:14:23,03:05:18,2 Hours 30 Minutes,2021-2022
qB4CkJxgnty2,Monday,19:01:54,20:14:35,2 Hours 30 Minutes,2023-2024
Md70ZGmfRaWx,Monday,08:40:59,15:27:14,1 Hour 30 Minutes,2022-2023
xEXPU9oiD485,Monday,22:08:42,11:26:39,1 Hour,2010-2011
Bw9VrQUHMxq7,Tuesday,09:54:46,07:00:49,2 Hours,2025-2026
IkWGsIOKzeGB,Monday,14:30:29,11:58:28,1 Hour,2016-2017
Zj6i2crdX0uy,Thursday,13:33:12,19:09:03,2 Hours 30 Minutes,2025-2026
3BnsK2l4HK2B,Sunday,23:52:14,19:46:52,2 Hours 30 Minutes,2002-2003
hkWt47XkJk5t,Thursday,17:45:23,01:00:46,2 Hours,2011-2012
FaOijnKD6yGY,Thursday,08:26:48,07:44:19,1 Hour 30 Minutes,2008-2009
Q6MqSneWy6pQ,Saturday,12:06:37,01:09:54,2 Hours 30 Minutes,2020-2021
bQi18irijPhX,Wednesday,15:23:35,00:38:53,2 Hours,2006-2007
6af1pGxBtoJw,Tuesday,08:48:10,21:09:20,1 Hour 30 Minutes,2015-2016
Kx38XdNpBX56,Sunday,05:48:44,16:36:28,1 Hour,2008-2009
xLbCaONNZtY5,Saturday,23:19:16,02:39:43,1 Hour,2025-2026
CSBtn59nkTmj,Wednesday,15:54:13,09:31:21,1 Hour 30 Minutes,2005-2006
H40e0fVUwVm7,Monday,23:54:27,21:22:13,1 Hour 30 Minutes,2003-2004
dtmkYA7Yzr24,Sunday,20:41:20,18:48:24,1 Hour 30 Minutes,2012-2013
o4JBs79eKnmo,Friday,17:36:59,11:43:40,1 Hour,2009-2010
1nIfVTxrA3o4,Wednesday,15:18:03,20:13:23,1 Hour 30 Minutes,2012-2013
WP55TWtPq3rn,Thursday,08:27:47,10:46:24,1 Hour 30 Minutes,2010-2011
uIyU8B61Z6c2,Tuesday,01:10:56,01:46:12,2 Hours 30 Minutes,2026-2027
58JUlQbFy1GV,Wednesday,19:38:48,05:38:20,1 Hour 30 Minutes,2019-2020
PaEvGPcZ2pW0,Monday,05:35:41,15:00:50,2 Hours,2010-2011
fUfy0wiGr2ep,Wednesday,02:57:53,21:08:00,1 Hour 30 Minutes,2021-2022
afPvyviLldF3,Saturday,07:00:14,08:34:03,1 Hour,2019-2020
XDbSU7O3dsC4,Friday,04:16:53,15:55:17,2 Hours,2021-2022
RLImxuMymVQQ,Thursday,05:38:05,12:55:35,2 Hours 30 Minutes,2012-2013
2k1KiYopWNrS,Tuesday,09:32:03,11:51:14,1 Hour,2027-2028
4uARB5XL08U9,Friday,12:39:55,10:14:50,1 Hour,2014-2015
yzJcNwpTQpDo,Thursday,22:29:37,22:23:34,1 Hour 30 Minutes,2003-2004
e4K69WtHJEeQ,Wednesday,20:34:21,03:18:01,1 Hour 30 Minutes,2010-2011
4ryZN4oOucZs,Tuesday,03:29:57,03:17:05,1 Hour,2021-2022
t6K5xFMJECGL,Friday,10:08:36,10:20:58,1 Hour 30 Minutes,2006-2007
DVOD0PI5aoHh,Wednesday,11:24:28,07:59:25,2 Hours,2014-2015
sDPGKTZ8veIK,Tuesday,10:10:52,01:55:41,2 Hours 30 Minutes,2007-2008
Rs4pnLr2Vd6q,Thursday,13:11:30,08:36:18,1 Hour 30 Minutes,2023-2024
O4sVCAjGj63D,Wednesday,00:28:08,13:33:30,1 Hour,2007-2008
qwqPYKD62nQv,Wednesday,06:34:33,16:53:22,1 Hour,2022-2023
WNg90EQGzrdn,Monday,17:29:11,02:59:03,2 Hours 30 Minutes,2016-2017
qDiruYQprXUq,Saturday,00:42:29,09:07:37,1 Hour 30 Minutes,2018-2019
Kf0UBRkjksxT,Saturday,05:56:47,08:08:26,2 Hours 30 Minutes,2008-2009
ZPPXICuteK8b,Wednesday,13:56:01,07:50:07,2 Hours 30 Minutes,2021-2022
AdsbwyrIt7VL,Thursday,03:07:41,21:52:28,2 Hours,2015-2016
mCd3ztPuMQhb,Tuesday,10:27:37,22:39:48,1 Hour 30 Minutes,2006-2007
TkFDVkRhoRyQ,Wednesday,01:39:25,06:31:59,1 Hour,2012-2013
rhvrZbe67uJi,Sunday,23:22:03,12:56:56,1 Hour 30 Minutes,2013-2014
FGcKhxoVYnX0,Friday,08:54:06,02:34:18,1 Hour,2007-2008
uOjWp5Yf7WHZ,Sunday,03:19:19,11:36:51,1 Hour 30 Minutes,2012-2013
btAphlQOjFo0,Thursday,23:05:55,12:39:23,2 Hours 30 Minutes,2009-2010
jjI910gyGtkY,Tuesday,10:22:22,09:24:52,2 Hours,2016-2017
j88qLV8OWh0h,Tuesday,01:45:38,05:11:11,1 Hour,2009-2010
eaEeZfdaST14,Sunday,01:03:46,12:32:52,2 Hours,2016-2017
n45g4kO6qGyn,Monday,03:13:32,17:58:58,2 Hours,2023-2024
