id,start_date,end_date,weighted_mark,school_year
7mTKdxIJwAJ2,2024-11-24,2024-09-15,80,2017-2018
R1pI6K6jGanb,2024-05-02,2024-07-27,86,2024-2025
f0fxBTztj5eO,2024-02-24,2024-11-28,62,2019-2020
iVBdEz6UCCcF,2024-07-04,2023-12-31,83,2023-2024
gNeWGFKMV1K2,2024-04-10,2024-11-07,80,2010-2011
QrFy7yLCaDK5,2024-01-31,2024-09-08,68,2007-2008
UANipFXtX8TH,2024-09-15,2024-08-03,92,2011-2012
o4yxSIvS3R3Z,2024-09-20,2024-05-04,73,2026-2027
hus4m2ACEkK0,2024-08-12,2024-12-17,86,2024-2025
Tj7tUt067vkZ,2024-09-23,2024-01-19,81,2004-2005
CVE5x2clJm42,2024-01-01,2024-03-31,65,2024-2025
G86Ys5Sa5QYe,2024-09-24,2024-10-09,57,2005-2006
l3mAz1eYRd1f,2024-06-03,2024-07-27,73,2014-2015
DK8HpDDSPSZ3,2024-09-10,2024-10-15,96,2008-2009
HYzCLXofNt8X,2024-06-30,2024-09-22,61,2023-2024
2JQysfPlZR8F,2024-07-30,2024-09-15,84,2027-2028
9DuKsyAQiIFo,2024-09-16,2024-11-21,60,2019-2020
QgCi7TOXPoiI,2024-03-12,2024-07-23,81,2018-2019
6uqdV2RdCTd2,2024-11-29,2024-01-12,66,2023-2024
ngZSJuScxYhU,2024-01-23,2024-05-10,51,2006-2007
dlf9buPNy9vd,2024-10-28,2024-02-05,77,2011-2012
ODeOQQPlZhnS,2024-05-14,2024-06-10,62,2021-2022
Ba1cjtMTfixN,2024-04-30,2024-05-20,60,2016-2017
LksCTDsBvCb2,2024-10-25,2024-05-03,72,2022-2023
uQh34nDltssC,2024-06-05,2024-08-15,92,2005-2006
orBJnp4qGl8s,2024-05-05,2024-07-27,76,2025-2026
SFlXRvSsEA10,2024-03-08,2024-08-23,61,2010-2011
yGar3tISR7Nk,2024-08-22,2024-04-01,99,2012-2013
lK8QVmUGgVHa,2024-03-10,2023-12-27,92,2017-2018
1fpYFuqqhR8G,2024-10-13,2024-08-27,64,2026-2027
cOffPX1blvQU,2024-01-31,2024-10-25,77,2002-2003
qhQqv2SgpCqy,2024-06-16,2024-05-22,76,2020-2021
u8iiG8THAJa3,2024-10-22,2024-04-22,76,2016-2017
ttkYa7TX9pGQ,2024-02-07,2024-05-06,86,2007-2008
qTyiAp9iLJ1j,2024-02-16,2024-01-03,51,2016-2017
ybNhXNXoAvUl,2024-02-28,2024-08-31,98,2011-2012
wkTbpPjS65Ar,2024-08-21,2024-09-09,57,2003-2004
olRiD6zG2AzL,2024-03-17,2024-02-06,78,2018-2019
i7Ks2X7b922g,2024-09-20,2024-09-06,99,2019-2020
wEmGjX9ebjcX,2024-06-29,2024-08-29,61,2018-2019
YhsGHc4wuD3X,2024-10-19,2024-07-26,97,2014-2015
Ia5SRyokFtGp,2024-04-01,2024-12-11,93,2011-2012
IIXHZuFg9k4Y,2023-12-22,2024-08-12,76,2020-2021
xp7bloFyf34s,2024-02-06,2024-09-19,96,2025-2026
5CYYgFe4vloZ,2024-03-09,2024-08-27,93,2019-2020
KEziem2l1SwB,2024-01-11,2024-03-26,91,2024-2025
9n7vQeh2XDOG,2024-10-07,2024-05-07,77,2021-2022
q9woJ1F7Scw0,2024-10-31,2024-10-22,91,2020-2021
07JSPsHuy5Jj,2024-05-24,2024-06-11,78,2014-2015
LNrGX2lMQlye,2024-01-16,2024-09-06,67,2001-2002
UN4t9PT7kklj,2023-12-29,2024-03-02,73,2017-2018
brfdo6UvfoXw,2024-04-16,2024-12-22,55,2016-2017
lFDCdbEkNvDS,2024-04-09,2024-05-09,72,2019-2020
SkcBKi9XLjAn,2024-01-16,2024-07-22,95,2012-2013
rncAT2ailRg2,2024-09-27,2024-04-07,59,2011-2012
xUgXeQVJYTZW,2024-06-12,2024-04-02,70,2018-2019
SV3X5IoFg60g,2024-04-03,2024-12-10,80,2002-2003
U6r9AI0Z97hP,2024-07-01,2024-09-01,75,2017-2018
eNDjrSOT1UkC,2024-08-03,2024-10-16,99,2020-2021
YqRCzCMfs71S,2024-01-01,2024-05-31,77,2001-2002
JiCB3NQdGiSm,2023-12-31,2024-08-08,85,2012-2013
XJ9AJBd1wZNY,2024-10-01,2024-03-11,100,2002-2003
arXK2b3FF26J,2024-11-14,2024-03-30,56,2018-2019
op9ffDsc6FgJ,2024-08-26,2024-06-14,62,2002-2003
sJEtUCTMQOsG,2024-06-12,2024-05-08,78,2025-2026
ei9CAUTgSYLn,2024-02-14,2024-07-25,63,2008-2009
ItsotxguQ63r,2024-11-10,2024-11-20,82,2005-2006
h4mZp6Gh2Vfn,2024-02-03,2024-03-14,53,2001-2002
c6pr9VDzWzU3,2024-01-04,2024-01-14,88,2015-2016
2qQhw2Q5kEjl,2024-06-29,2024-12-08,58,2001-2002
Ft5viUf17y9e,2024-01-14,2023-12-22,88,2014-2015
yAbz46kvsRHG,2024-05-25,2024-06-02,94,2017-2018
Wo9TzEnUf9YQ,2024-10-28,2024-06-01,74,2015-2016
ssNUAccgI3m1,2024-11-01,2024-07-22,90,2007-2008
SvixRFYD4w8i,2024-03-23,2024-11-02,87,2014-2015
40QSPoNIGdXm,2024-01-10,2024-07-20,60,2010-2011
a4BttEFE92qj,2024-11-12,2024-01-17,80,2013-2014
0TMRD500zaVo,2024-09-20,2023-12-14,57,2016-2017
d4m5nBRzIGrb,2024-01-24,2024-11-26,69,2001-2002
6ekrUTpDif2h,2024-11-26,2024-09-25,80,2018-2019
Ee04f1s23LXC,2024-08-20,2024-10-15,52,2007-2008
aYCi8lxczWlF,2023-12-17,2024-04-11,76,2015-2016
FWjPLSTixbqo,2024-05-01,2024-04-28,85,2011-2012
HRrwmo9GuwBF,2024-10-19,2024-04-15,79,2010-2011
qPsswH4OimwJ,2024-01-17,2024-01-17,59,2005-2006
9ThkjSqXv6rd,2024-02-28,2024-05-18,87,2021-2022
binPZUraxFKJ,2024-05-30,2024-10-08,84,2025-2026
WaAXQJkNrGRC,2024-01-01,2024-08-13,58,2015-2016
FGFGtHMIb7pO,2024-02-02,2024-08-22,89,2022-2023
RxV99FoqZ40n,2024-01-16,2024-04-23,62,2002-2003
iuUHWxJZPPWE,2024-05-19,2024-02-01,76,2011-2012
b5RzS3vSGxaz,2024-01-24,2023-12-31,73,2012-2013
8ipSbb5uxObU,2024-02-28,2024-04-03,57,2017-2018
FaFaqfXJeggt,2024-04-15,2024-08-25,95,2020-2021
dxr2sVmiexzP,2024-10-27,2024-01-03,93,2001-2002
qs7QxMJiuSEY,2024-10-01,2024-05-10,78,2024-2025
Bp3UNcIGsUXG,2024-10-18,2024-08-24,94,2013-2014
V8YPhYYx59i0,2024-04-04,2024-05-07,63,2025-2026
WYrZsqphcDeF,2024-03-30,2024-08-02,74,2015-2016
7kq1OZYMeWDi,2024-01-18,2024-09-15,84,2015-2016
W6nbACIZGmm9,2024-01-23,2024-08-06,75,2015-2016
GlBaQqflFtjp,2024-06-29,2024-10-23,89,2027-2028
EUnUU1ZOw8dl,2024-07-23,2024-05-14,55,2003-2004
NDAIyvC5Jwcm,2024-10-21,2024-09-10,89,2001-2002
YvQoisdAj7sZ,2024-10-11,2024-02-28,99,2005-2006
u0JX8hibWTVs,2024-09-22,2024-02-06,82,2012-2013
NdL8ftIF4c2Y,2024-05-17,2024-07-19,54,2010-2011
oih8FNBAzAUl,2024-06-29,2024-01-16,68,2024-2025
0vURcgSJIJEA,2024-11-23,2024-10-02,82,2007-2008
THef3xZPi19h,2024-11-04,2024-04-02,71,2016-2017
9Om1ODTaZE2s,2024-07-09,2024-01-24,79,2027-2028
C0jbfbrSEBeB,2024-10-31,2024-02-20,63,2018-2019
IeDUHFQESEK7,2024-04-05,2024-02-03,64,2016-2017
nF7jlEKzFeEq,2024-09-04,2024-08-28,52,2005-2006
azJYTheP2pZA,2024-10-25,2024-08-01,81,2012-2013
CLfu456cf7Kx,2024-04-13,2024-01-05,61,2026-2027
kzsgOwm4SYpy,2024-02-29,2024-02-06,58,2012-2013
VmIuuBXtmAI2,2024-05-30,2023-12-25,97,2021-2022
JLdl5dbrjBHH,2024-07-27,2024-10-13,93,2014-2015
HiNmQfYQiUYU,2024-08-29,2024-01-05,85,2014-2015
ZQo3OAvbQ4nE,2024-08-14,2024-02-23,52,2004-2005
KaxBNsBfKL1m,2024-05-30,2024-01-16,68,2027-2028
piMqI5cSnBoi,2024-05-27,2024-10-26,79,2018-2019
cvZo27EaforW,2024-07-31,2024-10-10,64,2027-2028
SiWDFm5BL5OG,2024-11-07,2024-08-29,85,2024-2025
LfThMLuX3u26,2023-12-27,2024-05-01,87,2002-2003
8tdzKdWx9rPW,2024-06-05,2024-06-23,53,2027-2028
H6QC0hhdVLBs,2024-10-07,2024-02-23,80,2003-2004
uSaqhsMCRkxH,2023-12-24,2024-11-09,96,2002-2003
JSIg8J42EJov,2024-08-26,2024-07-07,54,2007-2008
EMMsREFtPBr0,2024-03-13,2024-12-28,69,2019-2020
i4b2YuGSce0l,2024-07-31,2024-01-05,63,2002-2003
ja48mhtDt5Qt,2024-02-01,2024-03-14,64,2014-2015
iLG28kpFOdqu,2023-12-04,2024-08-05,80,2015-2016
8KnUjCDdmG2K,2023-12-15,2024-07-31,52,2027-2028
yRR2MQf4GUyN,2023-12-31,2024-12-23,72,2010-2011
XRsbu6pik6Mc,2024-08-14,2024-08-29,59,2001-2002
YwFuDB13z9Iy,2024-07-04,2024-11-20,67,2001-2002
kOxxWKMllvmi,2024-10-21,2024-11-03,77,2008-2009
xtSzxmJz8iWy,2024-03-10,2024-07-31,84,2024-2025
KdalUEGchYG1,2024-07-05,2024-08-01,68,2014-2015
Lpbp0rCOt5V2,2023-12-27,2024-09-13,77,2023-2024
JJhdWhz4wVNB,2024-07-19,2024-03-23,82,2018-2019
ObUaOZ9yyx2P,2024-03-02,2024-04-09,95,2020-2021
t2h0rX3rDuUW,2024-04-10,2024-07-10,79,2025-2026
6wm094Y90IYE,2024-11-25,2024-08-24,54,2005-2006
lYsYT774Kf9N,2024-01-06,2024-02-26,79,2001-2002
WtQ5g6JXoLfe,2023-12-13,2024-08-22,81,2009-2010
ozV8clUbKrh4,2024-10-28,2024-09-16,56,2020-2021
s3g2OiqpjUUw,2023-12-23,2024-11-06,90,2001-2002
kmyaAYu5gSFj,2024-10-26,2024-10-15,79,2012-2013
mkCZutD8Erpp,2024-08-03,2024-01-05,97,2020-2021
jBctluGOEao9,2024-01-11,2024-06-10,52,2004-2005
a3fNDf1lmc2t,2024-07-23,2024-01-25,59,2020-2021
bxYcPgBRIkii,2024-05-20,2024-06-29,62,2006-2007
0BdARJ6yOEXU,2024-05-19,2024-10-15,61,2016-2017
wkdvt8EdbmdN,2024-08-23,2024-07-03,100,2012-2013
LCYfT6gnZPbR,2024-10-31,2024-01-16,96,2001-2002
E0ccanSao182,2024-05-24,2024-05-28,86,2005-2006
G0aAaReApmWU,2024-01-02,2024-07-30,90,2020-2021
xtkALkbyXG0M,2024-02-05,2024-04-21,73,2011-2012
kpuKzvT3Lrge,2024-10-26,2024-10-28,79,2002-2003
1TrcTx8LVsx2,2024-07-09,2024-02-02,84,2018-2019
VGo2sYgqG8jB,2024-07-04,2024-08-24,100,2001-2002
EUsMxjbnx8L7,2024-02-17,2024-06-03,66,2017-2018
ELxryGockImk,2024-07-23,2024-11-29,97,2009-2010
45zTEXlxHipZ,2024-08-26,2024-08-04,77,2002-2003
k5UrR6rUCGss,2024-08-30,2024-07-16,94,2007-2008
w2M6s5cwwR3A,2024-08-29,2024-03-13,91,2001-2002
dIT2y5aNMRYX,2024-08-23,2024-09-27,82,2016-2017
OzhN7GJvLDzh,2024-01-20,2023-12-21,92,2009-2010
VhgSM98xsf6a,2024-09-08,2024-11-03,57,2025-2026
NGyHGwH1SZNa,2024-10-04,2024-07-28,81,2001-2002
aa3Et6FOuGzE,2024-10-09,2024-04-13,87,2014-2015
CPZcyQVwqFHt,2024-04-13,2024-08-22,63,2016-2017
tUS4BVIQBnES,2024-09-25,2024-07-04,82,2025-2026
jtWuDTSukvGU,2024-01-26,2023-12-18,99,2016-2017
EVkdVutA7p4O,2024-03-04,2024-01-30,84,2025-2026
v0nR0KZaCVbQ,2024-11-09,2024-11-26,71,2004-2005
1SsWesafN1Ld,2024-02-05,2024-09-19,75,2021-2022
FMD9JIJpFGS5,2024-08-22,2024-03-27,83,2003-2004
VO9rwEaHN89L,2024-04-09,2024-11-22,60,2026-2027
Nfe7jLXWxLOM,2024-07-04,2024-08-11,88,2004-2005
HBWnCAFLqSqC,2023-12-09,2024-09-28,60,2009-2010
L9GVmM2YAkEL,2024-02-05,2024-05-17,73,2022-2023
7dUxNoCUwAav,2024-02-26,2024-06-10,73,2011-2012
PNoxNxd3jJ1G,2024-05-31,2024-09-13,97,2025-2026
lhtQckW4wWBc,2024-05-18,2024-02-10,51,2017-2018
aOLcekr70WVz,2024-10-13,2024-01-21,71,2022-2023
30CIFUwWvwps,2024-04-07,2024-06-11,57,2007-2008
1OLVMHeceQJF,2024-08-22,2024-10-20,77,2013-2014
gdXmG1ofIDj0,2024-07-04,2024-11-06,54,2014-2015
vE8d7TgjKW73,2024-11-29,2024-06-11,84,2018-2019
L3aIZ2EI90BX,2024-03-23,2024-11-16,55,2010-2011
o5CG9pzyKwr2,2024-10-04,2024-01-04,59,2025-2026
JJfGZ0jZG1On,2024-10-20,2024-10-06,96,2004-2005
hiSxYeKtJA2l,2024-09-05,2024-09-20,73,2001-2002
AXZzqDzcCXN3,2024-10-23,2024-07-23,97,2015-2016
Jdjm921ShbwM,2024-02-08,2024-04-14,54,2007-2008
FIj9IGKc4Ruc,2024-07-17,2024-07-13,61,2009-2010
KQnvHalKjTsV,2024-04-11,2024-06-18,78,2019-2020
LxynE79SjFi5,2024-04-29,2024-07-20,64,2024-2025
O8QLYwQOvBzn,2024-04-25,2024-08-22,58,2003-2004
P1P1ETFj1G9J,2024-07-09,2024-01-20,73,2004-2005
ijaF53ADVcZS,2024-05-21,2024-07-20,95,2025-2026
m2I11UIJLN15,2024-02-10,2024-03-05,79,2026-2027
CkUufAMHqRZ4,2023-12-27,2024-05-22,82,2022-2023
mv2UCMyqC8zS,2024-01-17,2024-09-23,63,2003-2004
8PrmY3pUM64R,2024-05-09,2024-11-03,92,2015-2016
LX4yy7TOCx3h,2024-04-23,2024-04-17,68,2001-2002
ctiGy7GfomNb,2024-08-04,2024-06-08,60,2021-2022
b4JtBqLtUovZ,2024-03-15,2024-09-22,50,2021-2022
3Fbtefd4Bg8E,2024-10-06,2024-06-24,73,2021-2022
QYxgrpDlxRq3,2024-02-15,2024-11-03,51,2023-2024
BxWYgoQ9Nose,2024-09-25,2024-05-29,76,2007-2008
qsHPXpA33r1P,2023-12-20,2024-11-19,82,2027-2028
hUBu9tmDz35m,2024-02-26,2024-05-26,96,2021-2022
r9OJKriCkO5D,2024-07-08,2024-11-01,71,2004-2005
vWM9Op0l3Pa2,2024-08-02,2024-01-19,72,2001-2002
ZfKpq1UjfwRl,2023-12-04,2024-10-23,99,2014-2015
56vbtSL3MadW,2024-01-24,2024-03-30,59,2024-2025
hFjbEyN6vbcL,2024-08-26,2024-04-20,56,2026-2027
MNi2XWoaES1l,2024-09-29,2024-02-16,76,2009-2010
NIo4PBfOJ7W0,2024-06-22,2024-02-29,74,2014-2015
pf6N9HNLAu6J,2024-08-16,2024-08-13,84,2011-2012
ajHhjTL75BSy,2024-10-29,2024-05-09,68,2009-2010
eseQ2Ex65Hwy,2024-03-03,2024-02-19,76,2015-2016
oH8WRSOFLoM2,2024-08-23,2024-12-01,57,2019-2020
TKbMbuxQd9gk,2024-01-30,2024-11-21,55,2016-2017
mPRjtUHWwY0W,2024-07-13,2024-11-29,62,2013-2014
O5CEiiDf2YD9,2024-02-22,2024-05-17,70,2005-2006
zLO75Vz0lrrN,2024-05-09,2023-12-24,81,2010-2011
2krawRCP89dh,2024-09-27,2024-07-04,83,2002-2003
VZWoZQBP5bmU,2024-03-05,2024-05-24,91,2011-2012
xWJFdrgv1iOA,2024-03-23,2024-06-07,91,2011-2012
SpSXa5e8EkIt,2024-06-24,2024-02-17,94,2026-2027
qykqEpuTOovf,2024-02-03,2024-09-15,73,2002-2003
k069sSK4sVuQ,2024-04-20,2024-09-12,62,2026-2027
YyzDXW4CsiyB,2023-12-27,2024-06-27,60,2001-2002
4hMTnPaQJhpw,2024-01-08,2024-07-22,67,2027-2028
aPOcUFbMHlaD,2024-01-31,2024-06-08,74,2023-2024
2xOxvJvzT1Gs,2023-12-12,2024-07-05,98,2007-2008
M2oslBe27Dpy,2024-01-29,2024-03-13,58,2012-2013
h0uYQNsUTLMQ,2024-05-02,2024-06-29,76,2021-2022
1ZVQDdwN3y21,2024-04-07,2024-02-25,59,2009-2010
sP2I8xiFv6uL,2024-04-10,2024-01-16,83,2021-2022
Dr80vrF2Udk5,2024-05-30,2024-03-11,94,2004-2005
s6PdfESgRNoB,2024-08-09,2024-02-05,86,2013-2014
SebcEDphMdTc,2024-07-21,2024-06-16,58,2003-2004
PN1MHFhDW1m7,2024-07-18,2024-01-12,80,2027-2028
YOS08wETUutN,2024-04-05,2024-01-27,77,2013-2014
QUOUZ6L3m8x5,2024-08-26,2024-04-20,82,2019-2020
TmzQhdVi516z,2024-02-28,2024-04-21,90,2003-2004
jw4h1MHhKe3r,2024-02-15,2024-05-23,92,2027-2028
ZIGcwOiMURvn,2024-03-19,2024-06-27,70,2006-2007
SjE4ErZZvao6,2024-09-02,2024-03-15,92,2006-2007
bas043qssQc6,2024-03-31,2024-10-31,74,2007-2008
v2eNdwqyE9FA,2024-02-24,2024-03-31,66,2007-2008
HkGXTEDMg67w,2024-03-11,2024-07-09,81,2010-2011
O6QGgkDsgGyz,2024-02-05,2024-11-12,75,2011-2012
DoAEuFF6BX2F,2024-07-25,2024-03-11,83,2012-2013
flyOwMlZyVId,2024-09-25,2024-09-23,51,2012-2013
ldzLkugxhd13,2024-11-21,2024-08-29,89,2022-2023
X0jImgmx8V5F,2024-02-15,2024-07-06,87,2003-2004
YbSNcbIlux2I,2024-06-04,2024-07-22,51,2020-2021
m9ECYWARehgW,2024-02-11,2024-01-14,76,2016-2017
JPn4thadhnA7,2024-02-08,2024-08-29,89,2009-2010
owTzbcGJQ1Yq,2024-02-13,2024-04-24,50,2017-2018
KuR76nJozZ6Z,2023-12-25,2024-11-24,78,2013-2014
ExxkINMHJmWs,2024-08-10,2024-03-06,57,2027-2028
VWFbn8Z3RpC4,2024-03-24,2024-06-12,58,2025-2026
vEZhaW4NTMEJ,2024-01-02,2024-04-25,80,2016-2017
VqNta5s19Tw8,2024-09-05,2024-12-20,55,2003-2004
cei5tG6ZwIVN,2024-05-31,2024-02-12,71,2019-2020
ydvD8wNpSZtw,2024-06-15,2024-11-05,58,2006-2007
ZTYPZ7MUIJZH,2024-11-30,2024-10-15,97,2016-2017
cu8KpOV6MIex,2023-12-08,2024-07-22,99,2002-2003
weFnlIaZ0hKM,2023-12-28,2024-03-08,63,2023-2024
fCeHBVwxrJ84,2024-04-10,2024-11-16,84,2019-2020
T3tm2Bvrq8bA,2024-07-09,2024-07-23,73,2010-2011
AlQMtMLIE2sO,2024-03-13,2024-11-24,51,2006-2007
0ZUy7tUDArfk,2024-06-17,2024-09-14,72,2006-2007
XtnIrYrmDe2I,2024-07-17,2024-06-01,89,2024-2025
38kG6CC9S02z,2024-03-22,2024-06-01,79,2019-2020
IniyBOkQEKvV,2024-10-26,2024-09-17,65,2006-2007
1oXNdB8yszLz,2024-10-31,2024-10-12,80,2026-2027
xXpxDBAJ72TR,2024-02-10,2024-03-31,62,2027-2028
MhEXKTysFDy5,2024-04-13,2024-06-28,66,2004-2005
hycvvGyKRYv2,2024-08-02,2024-02-06,100,2006-2007
eVYVkkRWdITz,2024-08-24,2024-01-11,64,2004-2005
TF8vHJbeV92V,2024-03-22,2024-02-11,98,2003-2004
CH3ZvgU2tAfD,2024-01-10,2024-09-20,66,2007-2008
KQx2ytDkhydH,2024-06-11,2024-03-04,50,2021-2022
h3Bg8unkClAt,2024-02-27,2024-10-15,99,2017-2018
riDNU8BTuTt2,2024-04-01,2024-07-09,88,2020-2021
hwwRnN8BJOKL,2024-07-20,2024-09-05,100,2022-2023
JGvaKRRGK1HS,2024-05-30,2024-10-15,68,2008-2009
3fgQbkV0r9TZ,2024-02-11,2024-08-11,84,2015-2016
frmKy2YhQ0U2,2024-05-08,2024-06-25,50,2011-2012
X1USW8LIl4zA,2024-09-28,2024-03-07,92,2015-2016
3l2jaUQt8pAl,2024-03-19,2024-11-18,85,2016-2017
CJ0EuMNVlkq8,2024-11-23,2024-10-27,78,2023-2024
syhhO0YdbwcJ,2024-11-23,2024-02-22,73,2025-2026
FUs4B2CUKTf0,2024-04-25,2024-01-19,84,2003-2004
ujhXy7GwiK6V,2024-04-20,2024-09-05,74,2017-2018
CaASDcQ4ZtMv,2024-06-17,2024-05-12,53,2001-2002
shvnQDAlhodv,2024-06-21,2024-08-31,83,2010-2011
4Pf8DRv8lj0L,2023-12-24,2024-11-12,56,2012-2013
X3FqktLEsnGV,2024-04-17,2024-04-21,59,2019-2020
WbUerIK5KcV1,2024-07-24,2024-09-22,78,2022-2023
aaxrNqFEMhnr,2024-04-19,2024-09-09,79,2006-2007
X0uSn2g72314,2024-07-14,2024-07-01,72,2022-2023
qQXP3gl82RxP,2024-10-04,2024-12-13,61,2023-2024
CanIcYjWDvH1,2023-12-12,2024-02-10,97,2009-2010
AmJ1j5TEa94O,2024-11-18,2024-06-24,85,2011-2012
zyFM4SBY1579,2024-07-23,2024-03-11,53,2021-2022
mSg4FPge9dCE,2024-01-07,2024-10-27,50,2010-2011
ys8ApBzdqchI,2024-09-16,2024-11-17,51,2018-2019
EjJhn1aDhP8l,2024-08-28,2024-04-21,99,2016-2017
BCAfaVTK74hr,2024-04-13,2023-12-09,57,2026-2027
bA6lVsm4NncH,2024-10-08,2024-07-13,79,2024-2025
jv2uvTVECFEL,2024-10-22,2024-03-28,97,2026-2027
lbtr6ITSAa4f,2024-10-31,2024-01-22,92,2009-2010
jyWCj7gnr7pB,2024-02-01,2023-12-07,76,2021-2022
MvgfGohjg2gr,2024-11-20,2024-10-31,95,2016-2017
rrWjVzIZIHF1,2024-11-13,2024-09-13,58,2001-2002
Jm7S1JelWT3Y,2024-08-07,2024-05-06,63,2009-2010
6LOvukVFqM71,2024-07-18,2024-05-15,61,2001-2002
aI22ZtIJbTMF,2024-02-04,2024-02-24,59,2020-2021
RbzyGyMYSxP7,2024-07-18,2024-04-23,94,2027-2028
VTHCVCnFuX7D,2024-11-06,2024-10-28,79,2014-2015
rCPB3EJO7vLu,2024-09-20,2024-09-21,89,2018-2019
z8OSqIygkBbM,2024-05-24,2024-11-09,60,2005-2006
nZZspq60w3PD,2024-03-13,2024-05-01,85,2019-2020
flfyx3pMi67R,2024-11-30,2024-04-08,74,2003-2004
WQcjK7Qpyjh8,2024-03-20,2024-10-15,97,2009-2010
Yq3Cf7FOPnBm,2024-07-25,2024-07-25,95,2008-2009
8dRemXqbcPJF,2024-08-21,2024-09-15,87,2013-2014
rgC9mAemSHDJ,2024-02-19,2024-04-19,97,2015-2016
0S9PrQ6TVAtx,2023-12-14,2024-01-28,81,2005-2006
wqWb8GGbqMcg,2023-12-23,2024-04-19,67,2010-2011
TcNVc6Ib8cYh,2024-06-18,2024-09-04,56,2024-2025
rtuIqGBSF1do,2024-02-26,2024-11-12,71,2015-2016
DZk0n5HPT1Na,2024-08-07,2024-10-14,57,2015-2016
6WvXMfFc9yk7,2024-11-20,2024-03-02,57,2015-2016
q1pbYjBRw68N,2024-10-07,2024-01-16,88,2005-2006
UHwKMBOdcUEK,2024-08-29,2024-04-07,91,2026-2027
wO9PjCDNMO6B,2024-08-03,2023-12-31,77,2017-2018
U6XNNxnZnD1j,2024-04-20,2024-08-18,99,2023-2024
oz3bOZ5ICRcz,2024-10-19,2024-07-06,93,2010-2011
oWmhw7C0IBCe,2024-10-01,2024-05-07,69,2008-2009
dBlhhsJStpBl,2024-08-17,2024-01-21,70,2010-2011
PjTJQgZM7t6l,2024-04-30,2024-02-06,81,2021-2022
acdCvt12J3Lh,2024-07-06,2024-09-27,50,2022-2023
Qqc1vf73qxkK,2024-06-30,2024-01-01,69,2010-2011
4XkH6tmG33an,2024-05-03,2024-12-13,65,2026-2027
Gy0MjAmHMFQh,2023-12-17,2024-10-05,69,2005-2006
CtEpriSO8U3z,2024-02-25,2024-04-07,99,2010-2011
IHdm3e6HFnv8,2024-06-19,2024-10-13,80,2020-2021
AW9SnSTYHRsV,2024-07-25,2024-11-15,67,2007-2008
j1BGY2BsVFQv,2024-10-23,2024-11-10,95,2026-2027
dNLi4KW6VZlS,2024-03-08,2024-07-01,57,2013-2014
mxJppJDK3Zkb,2024-06-27,2024-08-21,74,2011-2012
lZYw77sl1auD,2024-01-03,2024-06-20,78,2025-2026
ovLhA0Gz9x0Z,2024-07-30,2024-06-04,89,2014-2015
HdXx02hKLsKD,2024-06-07,2024-12-14,98,2004-2005
Pb3LljWnzfli,2024-06-15,2024-01-01,93,2013-2014
w6AjcQgavvcM,2024-07-09,2024-12-04,95,2017-2018
TLAI8NTinu6d,2024-05-22,2024-12-01,74,2020-2021
BItJOn1nTD3i,2024-04-15,2024-12-01,68,2004-2005
sKMBNKqK8JOl,2024-04-10,2024-05-14,52,2021-2022
FjjW4ygrCgDy,2024-05-20,2024-10-18,75,2005-2006
ih2h2AH6yz6B,2024-01-21,2024-11-14,82,2025-2026
UriyOEn5k3Xy,2024-03-25,2024-10-31,52,2001-2002
4oj7ChmaEBDV,2024-11-24,2024-01-06,59,2016-2017
r86ke6gSEGaj,2024-02-15,2024-04-09,72,2009-2010
40tvtrtmbbC6,2024-02-01,2024-02-03,90,2006-2007
pGCyILRYRcZG,2024-02-02,2024-11-18,93,2027-2028
L8l59DFn2tNn,2024-10-23,2024-06-10,96,2017-2018
1QRIoizjy7h3,2024-09-14,2024-09-02,62,2023-2024
vbGGJo8ovLFu,2024-07-23,2023-12-22,81,2006-2007
bZJtKFEyMUiI,2024-07-12,2024-09-04,92,2006-2007
qbyvKEt4vbeP,2023-12-30,2024-08-22,72,2014-2015
w2npUdCnmOYn,2024-04-10,2024-03-08,57,2018-2019
shZE3bpI5JqL,2023-12-21,2024-09-23,53,2005-2006
mrTPogopboFw,2024-01-20,2024-06-06,61,2018-2019
VzpWXhM2jW01,2024-01-20,2024-04-16,95,2008-2009
V7dI2uqu52Dd,2024-04-13,2024-09-25,62,2012-2013
nXvXp69RSIS9,2024-02-12,2023-12-24,65,2022-2023
12tBhEapM2nL,2024-10-31,2024-07-26,83,2016-2017
8EWNrUjsaiJy,2024-08-01,2024-07-15,79,2010-2011
etrMEGHWtMHQ,2024-07-14,2024-05-14,98,2003-2004
QWy9M0cvoToF,2024-03-31,2024-04-14,57,2003-2004
kFvdkWSskMvi,2024-03-20,2024-02-21,78,2017-2018
6kJ1uQNGjNU4,2024-09-29,2024-04-12,62,2008-2009
iHBImKvnMpjM,2024-11-07,2024-06-10,58,2011-2012
RG0ILmOvOFza,2024-10-25,2024-09-24,50,2012-2013
pAu6X9kahzaJ,2024-11-29,2024-05-08,98,2020-2021
3WBugmgYAyAI,2024-04-10,2024-10-16,65,2014-2015
Dswf8vbd8WtZ,2024-07-21,2024-10-23,80,2024-2025
vO5H3J93fN6l,2024-04-24,2024-06-21,99,2001-2002
9nXgnka3XxT4,2024-05-16,2024-09-06,94,2007-2008
JvECKRrgW7hl,2024-07-03,2024-04-20,57,2009-2010
tuiOCvo5wvHl,2024-12-01,2024-01-13,77,2017-2018
